patric_id,530F,530M,77F,77M,78F,78M,MG1655F,MG1655F,feature.gene_id,feature.product
fig|511145.12.peg.2637,5.28044,8.67767,19.9707,21.6189,9.87626,11.3094,4.16548,4.8108,947007,Probable 3-phenylpropionic acid transporter
fig|511145.12.peg.48,25.0036,13.7199,5.15307,7.64394,7.3701,8.525,7.03427,4.82558,944773,Glutathione-regulated potassium-efflux system protein KefC
fig|511145.12.peg.1452,4.63351,4.99583,6.74081,0,4.95833,3.98236,4.32848,4.83682,947595,"1,2-phenylacetyl-CoA epoxidase, subunit B (EC 1.14.13.149)"
fig|511145.12.peg.466,7.29271,10.3497,12.0102,6.69047,8.57633,5.33921,4.49916,4.83862,945092,"Efflux ABC transporter, permease/ATP-binding protein MdlA"
fig|511145.12.peg.2196,23.0041,8.73793,6.76866,0,0,0,0,4.85494,4056035,Uncharacterized protein YehK
fig|511145.12.peg.4192,3.41935,2.285,23.5934,20.4894,19.6643,18.4114,3.15519,4.85664,948572,Acetyl-CoA synthetase (EC 6.2.1.1)
fig|511145.12.peg.4437,0,0,3.95822,3.4544,1.40205,8.4986,5.48908,4.86451,948829,Protein sgcE (EC 5.1.3.-)
fig|511145.12.peg.1554,6.55755,4.68892,3.92096,4.4294,5.17495,3.74492,5.67236,4.87916,946052,"D,D-dipeptide ABC transporter, substrate-binding protein DdpA"
fig|511145.12.peg.2183,0.88887,4.5373,6.06204,10.9483,4.00791,2.67943,12.1836,4.88107,949078,Nickel/cobalt efflux transporter RcnA
fig|511145.12.peg.2904,56.8407,93.9703,7.52015,5.768,34.5808,12.2355,19.7574,4.89508,945842,L-fucose mutarotase (EC 5.1.3.29)
fig|511145.12.peg.977,5.86994,11.4837,3.96064,4.5103,11.9586,3.24731,6.43523,4.90282,945562,Uncharacterized fimbrial-like protein YcbV
fig|511145.12.peg.3067,18.7316,10.4548,20.4208,5.88008,17.481,18.6639,3.37147,4.91804,947467,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)
fig|511145.12.peg.3417,0,0,7.93334,2.94336,3.11136,28.4575,2.85458,4.92391,947824,General secretion pathway protein C
fig|511145.12.peg.1859,2.42091,4.80191,6.07729,6.79052,5.17113,5.91211,18.7717,4.92934,946290,Diguanylate cyclase (EC 2.7.7.65) => DgcJ
fig|511145.12.peg.544,95.2736,8.39341,0,12.9412,0,8.19049,2.50035,4.93063,949031,N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)
fig|511145.12.peg.2732,0,0,32.767,15.7666,11.5789,3.24439,7.49459,4.94376,0,"Uncharacterized protein YfgD, not an arsenate reductase"
fig|511145.12.peg.1388,25.6316,5.08604,8.05291,10.8936,6.41736,11.0997,9.82155,4.94406,945898,Mechanosensitive ion channel
fig|511145.12.peg.2534,3.51285,2.71396,0,2.91183,1.14996,1.97688,10.4898,4.94766,946914,Ethanolamine utilization polyhedral-body-like protein EutL
fig|511145.12.peg.3774,42.4111,8.21159,11.0329,10.3549,11.1262,6.69972,6.99842,4.95645,948172,Xanthine permease @ Xanthine:proton symporter XanP
fig|511145.12.peg.2899,30.2854,53.6054,8.0435,8.10252,15.0741,19.0193,9.96628,4.96367,947273,Lactaldehyde reductase (EC 1.1.1.77)
fig|511145.12.peg.3357,4.23728,6.37507,12.0016,16.664,11.3914,9.13865,13.4081,4.97932,947752,Pantothenate:Na+ symporter (TC 2.A.21.1.1)
fig|511145.12.peg.3735,1.64194,0.909596,1.19632,5.91336,1.54605,0.651627,2.24378,4.98767,948140,UDP-glucuronate:LPS(HepIII) glycosyltransferase WaaH
fig|511145.12.peg.3611,0,0,0,0.961547,1.42093,1.10191,3.51785,4.98966,948017,hypothetical protein
fig|511145.12.peg.1029,8.93951,9.60189,5.51731,4.74535,7.86163,4.80589,6.14309,4.99529,945595,Trimethylamine-N-oxide sensor histidine kinase TorS (EC 2.7.13.3)
fig|511145.12.peg.4441,0,0,6.11571,0,4.39553,7.19343,0,4.99966,1450295,"PTS system, IIB component"
fig|511145.12.peg.3370,10.6083,3.23176,22.0488,19.7695,4.76158,1.73308,6.41866,5.00077,947764,"Amino acid ABC transporter, permease protein 2, YhdY"
fig|511145.12.peg.1687,1.31662,2.13095,0.868427,3.6111,4.13446,2.41021,3.63449,5.00239,947484,Glucuronide transporter UidB
fig|511145.12.peg.932,35.9944,24.3665,25.0316,22.2891,62.3806,30.229,8.24732,5.008,945520,putative NAD(P)H dehydrogenase
fig|511145.12.peg.2315,6.57436,3.64719,2.3738,3.55923,3.14006,3.6097,5.38242,5.01798,946730,Uncharacterized protein YfaQ
fig|511145.12.peg.3615,6.87141,7.42483,9.39304,19.1506,86.3905,37.5849,29.6231,5.03344,948019,Putative magnesium transporter YhiD
fig|511145.12.peg.903,11.8138,5.84381,34.395,37.3129,9.09301,10.3526,5.18682,5.04233,947142,Lysine exporter LysO
fig|511145.12.peg.3365,4.42664,5.72265,4.92858,4.45943,6.17106,4.37444,7.43348,5.05131,947768,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)"
fig|511145.12.peg.4421,0,0,4.00054,6.97735,7.25421,8.81473,14.9026,5.08648,946816,Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)
fig|511145.12.peg.2037,20.6559,8.0302,17.6475,19.9268,11.398,6.69265,4.35375,5.0869,946465,Inner membrane protein YedI
fig|511145.12.peg.3992,10.4474,3.91688,1.9932,2.82951,3.44667,3.79583,6.8119,5.12564,948374,Sulfoquinovose isomerase (EC 5.3.1.31)
fig|511145.12.peg.1019,6.52428,6.86724,2.11596,1.9357,3.67516,4.28221,7.751,5.16094,945588,Uncharacterized lipoprotein GfcD
fig|511145.12.peg.1509,6.24414,7.98151,4.33552,6.24194,10.5601,5.75424,8.50515,5.16159,945876,4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)
fig|511145.12.peg.1701,9.22829,5.83647,31.4526,42.3379,4.22521,5.72772,9.57456,5.16474,946134,Electron transport complex protein RnfD
fig|511145.12.peg.1008,21.4167,24.3759,2.03539,1.13786,10.8837,4.47045,5.26183,5.16498,945581,"Uptake [NiFe] hydrogenase, cytochrome b subunit HyaC"
fig|511145.12.peg.734,14.669,20.1249,0,8.22745,5.60548,0,4.53456,5.16743,0,"H repeat-associated protein, YhhI family"
fig|511145.12.peg.1517,6.49505,4.41248,30.8323,43.0263,9.88389,10.2258,8.0646,5.17801,946015,Probable tonB-dependent receptor yncD precursor
fig|511145.12.peg.1613,3.3912,12.0424,0.841533,6.08852,4.87705,8.13354,4.74782,5.18372,944802,Uncharacterized MFS-type transporter YdfJ
fig|511145.12.peg.1408,16.5732,44.3091,0,0,0,0,12.2282,5.18948,945917,Recombinational DNA repair protein RecT (prophage associated)
fig|511145.12.peg.2367,0,0,2.65233,4.39506,17.8851,6.58563,6.65633,5.2186,946752,Uncharacterized protein YfbO
fig|511145.12.peg.2187,3.09807,0,1.04582,0,32.2286,36.2575,6.94718,5.22087,946621,Probable fimbrial chaperone YehC
fig|511145.12.peg.3914,1.46313,1.59516,2.82282,3.24794,3.93304,2.23673,3.2978,5.25929,949013,Anaerobic sulfatase-maturating enzyme homolog AslB
fig|511145.12.peg.2977,9.30342,4.66152,4.01202,3.23325,8.76858,3.16439,4.56114,5.26273,2847748,Guanine/hypoxanthine permease GhxQ
fig|511145.12.peg.2013,17.9297,35.176,0,2.18794,4.40582,6.88574,0.894274,5.26782,946435,Putative SOS response-associated peptidase YedK
fig|511145.12.peg.2551,10.1632,10.7374,0,4.08252,0,4.17884,14.2109,5.26892,946942,Ethanolamine utilization polyhedral-body-like protein EutM
fig|511145.12.peg.821,41.3486,39.111,3.63011,5.46043,17.5442,10.6128,17.4066,5.27065,945414,ABC-type efflux pump membrane fusion component YbhG
fig|511145.12.peg.2979,4.80249,8.54864,2.17216,4.18137,4.50716,2.1936,3.1456,5.27159,949018,Uncharacterized [4Fe4S] protein YgfT
fig|511145.12.peg.3460,75.7032,80.7176,0,0,218.516,105.513,144.335,5.27253,947881,Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)
fig|511145.12.peg.3717,18.8386,9.55037,4.0293,3.29465,4.35368,5.45229,9.27699,5.28238,948118,"PTS system, mannitol-specific IIC component / PTS system, mannitol-specific IIB component (EC 2.7.1.197) / PTS system, mannitol-specific IIA component (EC 2.7.1.197)"
fig|511145.12.peg.3157,3.29021,10.9322,13.8384,23.4798,1.10919,6.28496,8.10232,5.28715,947576,L-tartrate/succinate antiporter
fig|511145.12.peg.3722,9.59132,6.4698,4.09909,8.4414,7.86797,8.18588,6.52928,5.30729,948114,L-lactate permease
fig|511145.12.peg.1844,8.25167,2.17708,0.956488,3.27912,3.03646,4.65947,3.25091,5.35611,946283,Uncharacterized oxidoreductase YdjG
fig|511145.12.peg.1241,37.0977,27.3471,7.93781,0,17.8351,4.84263,15.0647,5.38085,945760,UPF0410 protein YmgE
fig|511145.12.peg.2582,1.23778,3.89909,7.32008,7.21959,10.4442,5.4624,9.24788,5.38258,946962,Hydrogenase-4 component F
fig|511145.12.peg.4331,36.5334,129.476,19.2766,14.1202,43.7212,24.948,20.6133,5.38379,948713,Uncharacterized protein YjfY
fig|511145.12.peg.2155,5.15251,3.90393,2.62106,4.14979,6.4544,1.08783,5.79407,5.40144,946611,Sensory histidine kinase BaeS
fig|511145.12.peg.1594,26.0958,31.7589,14.8902,13.857,148.439,80.7542,13.8068,5.41525,947440,Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)
fig|511145.12.peg.1045,4.65631,15.3083,0,0,0,0,6.57395,5.42205,946594,FMN reductase (NADH) RutF (EC 1.5.1.42)
fig|511145.12.peg.3804,0,1.4062,0,4.69002,1.46746,7.35805,2.61248,5.42223,2847721,"PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)"
fig|511145.12.peg.3644,29.6957,31.1255,15.3079,14.4767,10.9447,20.3582,3.54021,5.42492,948053,Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)
fig|511145.12.peg.1528,28.0454,16.468,9.83034,2.99157,12.8546,12.8029,4.14215,5.43016,946192,NAD(P)H-flavin oxidoreductase
fig|511145.12.peg.131,11.7321,35.1644,35.2212,15.1569,35.8616,26.8821,18.2863,5.43608,944836,"Uncharacterized efflux ABC transporter, permease protein YadH"
fig|511145.12.peg.3206,7.61738,11.6914,7.84422,7.29968,12.793,7.51,9.23941,5.45744,2847724,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)"
fig|511145.12.peg.1410,4.58129,9.698,0,0,0,0,0,5.45838,945920,Protein RacC
fig|511145.12.peg.2193,6.29647,7.13471,2.20391,3.48235,5.54807,4.50661,2.96726,5.46178,0,Molybdate metabolism regulator
fig|511145.12.peg.902,7.41685,15.4175,2.9874,2.59035,14.3537,8.97476,49.3245,5.46829,946592,Hydroxylamine reductase (EC 1.7.99.1)
fig|511145.12.peg.2317,2.74206,2.38905,3.75835,3.9361,3.83923,2.58516,4.96718,5.48021,0,UPF0192 protein YfaS
fig|511145.12.peg.1018,15.1038,11.5165,1.47569,4.21503,2.39092,1.22564,6.19441,5.50573,945586,Putative polysaccharide export protein YccZ precursor
fig|511145.12.peg.2794,0.846951,4.59511,2.26273,1.96144,5.16584,3.89518,3.91066,5.52269,948933,"PTS system, glucitol/sorbitol-specific IIB component (EC 2.7.1.198) / PTS system, glucitol/sorbitol-specific IIC component 2"
fig|511145.12.peg.1015,16.1759,10.8871,9.13471,6.68122,8.41116,7.6327,4.9256,5.52651,946206,Phosphoanhydride phosphohydrolase (EC 3.1.3.2) (pH 2.5 acid phosphatase) (AP) / 4- phytase (EC 3.1.3.26)
fig|511145.12.peg.3012,5.72382,3.57848,4.65354,5.95097,4.03054,5.4451,6.56592,5.53382,945576,Methylmalonyl-CoA mutase (EC 5.4.99.2)
fig|511145.12.peg.3716,12.4215,16.6293,0,0,6.15504,0,11.9245,5.54402,948109,GTPase (EC 3.6.1.-)
fig|511145.12.peg.1583,11.0466,9.40663,5.1841,12.9321,7.49036,9.35431,6.6824,5.55252,946264,"Autoinducer 2 (AI-2) ABC transporter, permease protein LsrD"
fig|511145.12.peg.4512,2.62476,1.45212,5.5436,8.50424,6.1739,1.04922,2.3728,5.55493,948896,Putative regulatory protein
fig|511145.12.peg.1447,2.48814,3.07239,2.44845,7.28448,5.78262,6.4602,4.41237,5.56663,945941,regulatory protein for 2-phenylethylamine catabolism
fig|511145.12.peg.1772,5.0656,7.77414,5.92567,5.87551,6.66777,3.80492,11.4477,5.5776,946213,Short-chain-fatty-acid--CoA ligase
fig|511145.12.peg.2792,14.5623,7.52637,18.4256,17.2731,17.0595,10.9376,2.10971,5.59339,947184,Membrane-bound lytic murein transglycosylase B
fig|511145.12.peg.350,1.74068,8.50511,2.78519,4.82502,7.5727,12.3294,3.18171,5.60337,945674,Galactoside O-acetyltransferase (EC 2.3.1.18)
fig|511145.12.peg.3583,8.52693,11.7084,5.2348,5.02563,4.90448,8.10915,3.06975,5.60768,947992,"H repeat-associated protein, YhhI family"
fig|511145.12.peg.281,0,0,7.31464,10.0088,22.4744,13.1675,6.65355,5.61389,949094,Putative uncharacterized protein YagJ
fig|511145.12.peg.2583,0.765126,3.0645,0.577114,2.10399,6.86485,5.28642,10.8359,5.62355,946964,Hydrogenase-4 component G
fig|511145.12.peg.4065,3.75613,23.1061,8.6452,9.7847,3.63549,11.2437,8.08094,5.62448,948441,Uncharacterized protein YijF
fig|511145.12.peg.1107,7.83599,19.2463,9.03282,9.5333,19.0469,9.22975,9.76321,5.62451,946920,Multidrug resistance protein MdtH
fig|511145.12.peg.3144,4.51962,4.38651,4.24822,4.81785,8.16849,5.76893,5.01861,5.6392,947537,Inner membrane protein YqiK
fig|511145.12.peg.1057,1.19653,2.65261,95.7648,82.1184,26.291,11.8982,8.0192,5.64037,948956,Ferrous iron transport permease EfeU
fig|511145.12.peg.3369,17.2339,18.6844,7.12921,10.0236,7.47003,9.61558,9.63683,5.64701,947765,"Amino acid ABC transporter, permease protein 1, YhdX"
fig|511145.12.peg.3631,16.2183,16.0719,3.78854,4.52362,4.08534,2.05407,7.74173,5.6606,948033,Inner membrane protein YhjD
fig|511145.12.peg.1464,0,0,2.1445,2.33899,9.78464,4.48589,6.12209,5.67337,0,COG3210: Large exoproteins involved in heme utilization or adhesion
fig|511145.12.peg.1733,3.66771,8.37175,7.9591,6.6445,8.21307,6.37572,12.7714,5.69041,946077,Inner membrane transport protein YdhC
fig|511145.12.peg.367,17.2446,24.0085,28.927,15.512,37.0553,14.1006,17.1619,5.697,944988,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)
fig|511145.12.peg.334,15.8385,11.1995,8.34549,12.576,20.2855,19.6457,11.4094,5.70461,944968,Uncharacterized membrane protein YahN
fig|511145.12.peg.4019,0,0,0.775967,1.38574,5.68725,2.24753,3.2852,5.73316,948399,Rhamnulokinase (EC 2.7.1.5)
fig|511145.12.peg.1705,27.1247,9.01808,10.9014,9.28531,2.394,3.94105,14.9321,5.74109,947436,Di-tripeptide/H+ symporter DtpA
fig|511145.12.peg.2429,0,0,1.56508,3.5515,9.43811,3.76912,1.92464,5.75715,946788,Minor fimbrial subunit StfG
fig|511145.12.peg.1444,14.9329,13.4806,7.89257,9.56387,9.17933,8.53691,10.4492,5.76321,945949,Putative uncharacterized protein ydbH
fig|511145.12.peg.675,8.12959,11.713,11.3785,3.5354,9.31572,3.7199,5.91383,5.77228,945251,Uncharacterized protein YbeQ
fig|511145.12.peg.4422,0,0,12.7011,10.8291,4.96537,5.73881,10.9184,5.7909,948826,Iron(III) dicitrate transport system permease protein FecC (TC 3.A.1.14.1)
fig|511145.12.peg.2755,4.47546,3.42432,2.50451,3.79969,6.07015,2.98223,2.44006,5.80933,948049,gamma-aminobutyrate (GABA) permease
fig|511145.12.peg.1624,16.5491,6.08321,24.3262,23.1879,7.41116,0,10.5267,5.82758,946101,Uncharacterized protein RzpQ
fig|511145.12.peg.615,0,0.525678,5.1654,5.69503,2.43152,4.31268,2.63985,5.84809,945180,Ferric enterobactin uptake protein FepE
fig|511145.12.peg.4176,25.2749,7.50941,0,8.15399,12.4772,4.25338,14.2664,5.85585,948562,NMN phosphatase (EC 3.1.3.5); Class B acid phosphatase precursor (EC 3.1.3.2)
fig|511145.12.peg.127,6.16051,9.09411,18.9436,22.4419,38.7568,23.2876,10.6398,5.85716,944830,"Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)"
fig|511145.12.peg.3682,1.41864,2.39439,1.25508,3.5115,6.31811,6.70064,3.94456,5.85895,948127,"D-xylose ABC transporter, ATP-binding protein XylG"
fig|511145.12.peg.1409,10.6075,17.9812,0,0,0.289408,0,5.26192,5.87155,945918,Exodeoxyribonuclease VIII (EC 3.1.11.-)
fig|511145.12.peg.4330,34.4159,23.2721,8.42555,13.576,12.4514,8.01802,3.32847,5.87247,948711,L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4)
fig|511145.12.peg.681,7.16715,2.16568,8.24212,8.05389,12.5878,15.3216,8.70605,5.89467,945218,Chaperone protein HscC
fig|511145.12.peg.2487,21.9998,21.8492,4.15248,4.37326,10.8961,6.93678,11.518,5.9134,946854,Chloride channel protein
fig|511145.12.peg.2464,14.6424,22.6029,5.615,5.6481,18.3297,13.935,12.0711,5.93006,946837,D-serine ammonia-lyase (EC 4.3.1.18)
fig|511145.12.peg.467,5.39335,7.36707,6.48148,11.1679,8.37768,3.9722,10.5429,5.93848,945088,"Efflux ABC transporter, permease/ATP-binding protein MdlB"
fig|511145.12.peg.3909,24.9532,12.4199,12.5131,10.5374,17.5564,19.3592,21.9094,5.94328,2847677,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325)
fig|511145.12.peg.3805,3.16984,8.56074,5.09598,3.63236,6.23987,4.80036,5.15701,5.94526,0,"PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)"
fig|511145.12.peg.2211,38.2659,12.9228,1.44148,2.45989,2.8247,3.31714,10.8938,5.95791,946681,Osmoprotectant ABC transporter binding protein YehZ
fig|511145.12.peg.1013,14.8496,17.1786,6.87026,11.0727,10.9452,6.14614,14.3021,5.96501,947547,Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)
fig|511145.12.peg.1677,69.3691,64.5154,29.746,28.3133,22.9424,11.1338,23.668,5.96521,949096,FolM Alternative dihydrofolate reductase 1
fig|511145.12.peg.3643,56.7027,56.9736,11.9434,11.4556,7.24075,11.4694,4.51233,5.96688,948045,Cyclic di-GMP-binding protein BcsB
fig|511145.12.peg.4119,23.2727,17.201,11.7073,14.6181,22.5143,10.1733,18.6759,5.9712,948505,Response regulator of zinc sigma-54-dependent two-component system
fig|511145.12.peg.4161,13.4644,5.52373,25.235,23.9991,8.62735,13.3378,9.1794,5.97655,948554,DNA-damage-inducible protein F
fig|511145.12.peg.1469,31.3003,37.8915,3.86735,0.578984,5.05496,6.83411,6.50765,5.98276,945980,Pyridoxine 4-dehydrogenase PhxI (EC 1.1.1.65)
fig|511145.12.peg.2528,2.97244,28.5222,13.1638,7.84725,28.0409,11.921,15.3719,5.98432,946918,Inner membrane protein YfeZ
fig|511145.12.peg.420,11.7142,6.19496,14.0004,9.53143,3.6087,13.7314,5.58678,5.99158,949132,Acyl carrier protein phosphodiesterase (EC 3.1.4.14)
fig|511145.12.peg.3119,7.98569,5.37602,5.5411,3.5725,10.3579,6.54674,2.72849,6.01018,947174,Sensory histidine kinase QseC
fig|511145.12.peg.3988,3.99458,3.71377,0.977637,3.37992,2.40392,3.06604,6.29434,6.02694,948377,Sulphoquinovose/Na+ symporter
fig|511145.12.peg.2068,31.6524,44.2973,7.66794,16.2319,37.9096,19.2513,10.1669,6.02957,946519,Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
fig|511145.12.peg.4229,0,0,0,2.24602,0,0,2.60412,6.06031,948618,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (EC 2.7.8.37)
fig|511145.12.peg.2282,23.8995,22.0368,11.5095,6.57261,24.8324,12.3606,8.8897,6.09865,949081,Nitrate/nitrite response regulator protein NarP
fig|511145.12.peg.817,31.0432,23.1715,9.28875,38.6445,14.1894,13.6359,15.4808,6.10767,945405,Inner membrane protein YbhQ
fig|511145.12.peg.2793,6.23252,2.2301,5.53661,4.8539,12.7454,6.28381,3.74355,6.11052,947575,"PTS system, glucitol/sorbitol-specific IIC component"
fig|511145.12.peg.2434,8.2149,4.99989,4.52869,3.97655,16.0957,10.1482,9.67949,6.1183,0,Fimbriae usher protein StfC
fig|511145.12.peg.397,4.62367,6.69662,18.8885,17.2228,8.72625,6.34727,4.41706,6.14273,945037,Diguanylate cyclase (EC 2.7.7.65) => DgcC
fig|511145.12.peg.310,0,0,0,0,7.22691,0,5.33909,6.1507,945658,Uncharacterized protein RclB associated with response to reactive chlorine species
fig|511145.12.peg.2564,3.62255,3.55919,2.10966,4.38826,4.24964,2.22358,3.16798,6.15525,945464,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)"
fig|511145.12.peg.652,14.3108,11.4723,14.5039,10.3612,6.08254,11.019,7.25024,6.15658,946360,Lipid A palmitoyltransferase PagP (EC 2.3.1.251)
fig|511145.12.peg.1625,17.1433,1.54897,11.4698,15.4458,6.5747,13.5757,4.05175,6.15795,946100,Phage lysozyme R (EC 3.2.1.17)
fig|511145.12.peg.4199,5.69825,7.35931,6.31244,1.19544,5.60864,12.8741,6.58185,6.16309,948592,Formate-dependent nitrite reductase complex subunit NrfG
fig|511145.12.peg.4246,4.84742,8.89344,3.47488,4.05556,6.62659,1.89007,9.87079,6.16989,948628,Arginine/agmatine antiporter
fig|511145.12.peg.520,3.21882,4.62017,6.36772,6.72337,7.90081,4.10886,1.80556,6.18072,945114,Putative uncharacterized protein YlbH
fig|511145.12.peg.4150,12.0007,5.60997,0,2.48689,1.39926,8.33206,1.41479,6.19307,948537,Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)
fig|511145.12.peg.3104,14.3822,17.7904,2.08047,4.99913,3.73827,4.47863,5.45983,6.19908,947491,"Transcriptional regulator YqhC, positively regulates YqhD and DkgA"
fig|511145.12.peg.2660,5.18853,3.97809,9.68247,12.2843,5.78193,4.07453,3.34766,6.20818,947028,Membrane-bound lytic murein transglycosylase F (EC 4.2.2.n1)
fig|511145.12.peg.141,2.05028,6.65487,4.2263,4.71036,12.5853,11.9239,2.88061,6.21135,944829,Uncharacterized fimbrial-like protein YadL
fig|511145.12.peg.1771,0,0,0,4.35021,0,0,0,6.21546,946214,Ferredoxin-like protein YdiT
fig|511145.12.peg.1552,6.54138,5.43626,4.05837,5.58725,4.99786,6.36337,12.4588,6.23394,946028,"D,D-dipeptide ABC transporter, permease protein DdpC"
fig|511145.12.peg.2034,36.9531,40.027,25.3995,16.396,18.98,21.5244,23.6295,6.2389,946471,Diguanylate cyclase (EC 2.7.7.65) => DgcQ
fig|511145.12.peg.747,0,2.29102,2.64585,5.95523,4.96968,4.85183,4.65704,6.24531,945110,Uncharacterized fimbrial chaperone YbgP
fig|511145.12.peg.4464,6.35628,9.46819,0,0,0,0,7.6872,6.24908,946795,D-mannonate oxidoreductase (EC 1.1.1.57)
fig|511145.12.peg.937,80.8116,76.7552,14.5144,17.6303,29.8813,23.7225,13.1649,6.25929,945525,Putative inner membrane protein
fig|511145.12.peg.2833,10.8178,11.3848,3.29268,2.59173,3.05238,4.08358,5.51884,6.26764,947207,2-dehydrotetronate isomerase (EC 5.3.1.35)
fig|511145.12.peg.4372,5.1833,6.31564,2.02884,5.7342,2.65375,0.587546,3.45254,6.27616,948761,"PTS system, trehalose-specific IIB component (EC 2.7.1.201) / PTS system, trehalose-specific IIC component"
fig|511145.12.peg.799,27.0894,19.6626,31.0622,51.6832,19.8696,16.8487,22.8519,6.27866,945383,UPF0098 protein ybhB
fig|511145.12.peg.3204,9.97723,11.645,3.94218,7.39261,12.3071,5.29205,5.20337,6.29443,2847723,UPF0597 protein YhaM
fig|511145.12.peg.1423,0,0,0,0,0,0,0,6.30543,947417,Chromosome (plasmid) partitioning protein ParB
fig|511145.12.peg.1357,1.34452,0.724336,45.5411,75.1605,1.74255,3.52825,1.25312,6.33641,945072,Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)
fig|511145.12.peg.4440,0.670795,0,6.33284,3.79197,8.46049,3.14034,3.77327,6.33864,946849,"PTS system, IIC component"
fig|511145.12.peg.3139,0.887755,2.6814,2.98092,2.38263,3.00646,3.78185,2.04087,6.34338,947529,Putative outer membrane usher protein YqiG
fig|511145.12.peg.2968,9.89403,12.136,8.54608,4.54993,6.51877,7.54069,8.0873,6.35506,947357,"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family / Selenium-dependent molybdenum hydroxylase system protein YqeB"
fig|511145.12.peg.834,22.5696,35.966,60.0918,48.36,21.242,23.36,18.1525,6.35798,944938,23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181)
fig|511145.12.peg.852,11.9799,34.9034,6.47593,9.39897,28.9606,13.1552,17.1198,6.3623,945449,Fructose-6-phosphate aldolase
fig|511145.12.peg.593,4.83501,2.38493,5.59258,4.85921,5.75144,6.00789,6.90179,6.36908,945849,Bacteriophage N4 adsorption protein B
fig|511145.12.peg.1688,1.85933,2.72785,7.82649,5.04146,5.17731,8.47613,5.10165,6.37136,946149,beta-glucuronidase (EC 3.2.1.31)
fig|511145.12.peg.359,5.38104,7.57317,2.46372,2.77551,1.87583,3.68155,1.69428,6.37188,945008,"Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol"
fig|511145.12.peg.1229,2.55873,6.04437,36.3445,23.9459,11.5978,5.98415,3.81183,6.38431,946359,"Error-prone, lesion bypass DNA polymerase V (UmuC)"
fig|511145.12.peg.1139,12.8004,16.1732,37.7283,32.0184,33.0139,16.5008,13.6268,6.3916,946647,Aminodeoxychorismate lyase (EC 4.1.3.38)
fig|511145.12.peg.1463,55.5556,102.765,14.675,17.6561,24.2304,32.7717,23.8346,6.39435,945965,Phenylacetic acid degradation protein PaaY
fig|511145.12.peg.3816,6.26976,30.314,0,8.177,17.0777,0,5.6757,6.40775,2847766,2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21)
fig|511145.12.peg.4252,14.7148,8.45072,4.68147,1.31128,9.41241,6.68934,10.8983,6.45443,948634,Inner membrane protein YjdF
fig|511145.12.peg.3851,30.6237,13.6568,13.5201,17.119,8.91159,10.8159,8.17618,6.471,948238,"Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)"
fig|511145.12.peg.4118,3.10609,5.04303,2.49148,4.95332,14.5858,7.79396,9.22567,6.47392,948506,Sensor protein of zinc sigma-54-dependent two-component system
fig|511145.12.peg.3089,102.787,127.362,8.08842,6.22303,55.617,18.3742,10.2889,6.48635,945182,Ni/Fe-hydrogenase 2 large subunit HybC (EC 1.12.99.6)
fig|511145.12.peg.2146,2.09395,1.71224,24.5259,13.6151,4.61645,3.92781,6.13902,6.49925,947234,Uncharacterized chaperone protein YegD
fig|511145.12.peg.1941,3.29297,14.5554,22.4433,0,3.40098,11.307,4.59812,6.5041,946377,Uncharacterized protein YebB
